1,1,214.85,143.24,151.93
1,101,197.12,167.08,169.75
1,201,163.13,187.77,157.68
1,301,160.78,195.9,127.52
1,401,177.41,189.81,170.94
1,501,171.61,198.22,93.285
1,601,171.93,217.16,47.013
1,701,170.45,224.58,351.14
1,801,224.03,187.63,314.86
1,901,247.9,163.83,302.79
1,1001,246.74,162.02,326.37
1,1101,279.71,136.1,323.12
1,1201,284.01,142.91,325.33
1,1301,265.08,122.46,208.25
1,1401,255.58,116.99,203.32
1,1501,264.31,117.89,173.36
1,1601,268.92,117.07,82.588
1,1701,269.85,139.52,94.475
1,1801,277.25,169.39,52.435
1,1901,261.21,170.48,140.99
1,2001,234.87,195.97,80.731
1,2101,247.15,212.41,71.451
1,2201,227.15,266.21,113.09
1,2301,237.36,328.94,55.673
1,2401,249.37,334.6,38.304
1,2501,287.25,339.37,351.36
1,2601,301.92,335.91,2.2867
1,2701,297.72,332.87,14.917
1,2801,299.66,334.47,66.843
1,2901,295.77,334.61,82.79
1,3001,291.69,332.63,73.618
1,3101,236.69,371.23,151.66
1,3201,241.58,368.39,169.63
1,3301,243.38,367.76,159.09
1,3401,224.64,371.51,144
1,3501,222.09,392.82,90.016
1,3601,208.51,429.04,140.53
1,3701,190.83,442.76,150.28
1,3801,188.41,452.09,184.96
1,3901,196.06,444.82,117.83
1,4001,200.38,461.13,19.536
1,4101,197.96,464.71,12.556
1,4201,217.22,469.24,338.4
1,4301,243.4,461.09,333.71
1,4401,285.32,472.14,356.5
1,4501,315.08,473.42,357.19
1,4601,332.9,470.23,352.87
1,4701,328.12,458.24,282.85
1,4801,332.88,424.07,256.66
1,4901,332.94,404.17,251.75
1,5001,324.93,379.29,229.6
1,5101,287.77,369.49,164.93
1,5201,266.58,325.32,254.95
1,5301,241.57,237.69,252.18
1,5401,216.96,164.64,249.14
1,5501,203.67,148.35,243.56
1,5601,199.24,124,230.39
1,5701,175.44,116.63,165.89
1,5801,219.06,133.69,314.75
1,5901,264.09,109.81,344.89
1,6001,325.68,106.12,3.8736
1,6101,360.28,117.35,338.11
1,6201,380.48,117.72,352.7
1,6301,388.27,128.15,348.98
1,6401,393.54,120.49,334.62
1,6501,398.89,129.32,231.53
1,6601,351.57,114.8,184.1
1,6701,300.39,153.45,177.65
1,6801,239.37,166.23,215.76
1,6901,194.82,194.31,170.92
1,7001,176.76,209.86,132.86
1,7101,169.56,216.33,145.46
1,7201,208.9,207.52,338.94
1,7301,233.94,196.19,283.62
1,7401,237.42,190.57,287.01
1,7501,235.7,191.01,291.93
1,7601,236.06,194.74,281.7
1,7701,238.31,189.64,293.27
1,7801,221.99,185.41,256.82
1,7901,221.73,181.08,258.9
1,8001,222.01,182.28,256.76
1,8101,224.12,182.34,253.92
1,8201,224.11,181.33,253.73
1,8301,224.99,182.26,257.57
1,8401,223.57,181.58,258.05
1,8501,225.44,182.23,258.68
1,8601,225.03,187.11,241.59
1,8701,224.94,183.32,235.48
1,8801,225.8,178.97,232.44
1,8901,224.92,176.68,243.54
1,9001,224.84,176.37,244.06
1,9101,225.96,174.69,245.43
1,9201,224.63,174.15,241.79
1,9301,223.99,176.56,254.01
1,9401,224.91,172.81,245.71
1,9501,225.4,173.31,247.04
1,9601,225.49,174.71,249.87
1,9701,224.93,175.13,251.9
1,9801,223.83,173.28,249.14
1,9901,226.08,177.48,249.85
2,1,302.92,134.53,327.99
2,101,310.85,130.96,346.71
2,201,299.99,125.9,333.56
2,301,275.86,119.71,12.765
2,401,283.22,125.36,10.516
2,501,276.5,145.02,295.55
2,601,296.39,134.32,348.46
2,701,369.57,131.91,336.61
2,801,382.34,139.83,303.87
2,901,352.84,147.28,150.37
2,1001,350.13,165.17,131.92
2,1101,332.64,187.88,235.98
2,1201,337.54,178.11,277.83
2,1301,340.47,167.53,280.36
2,1401,329.44,157.79,265.99
2,1501,330.5,139.13,247.17
2,1601,329.27,168.96,272.12
2,1701,324.18,182.31,261.87
2,1801,328.67,172.92,298.96
2,1901,342.37,182.12,333.53
2,2001,340.54,180.42,321.57
2,2101,332.25,176.54,343.23
2,2201,344.82,185.67,5.6365
2,2301,368.77,212.72,77.036
2,2401,377.12,252.85,66.368
2,2501,383.65,320.88,68.79
2,2601,391.22,264.83,276.57
2,2701,376.78,189.01,300.35
2,2801,391.96,148.49,329.98
2,2901,389.7,145.73,359.67
2,3001,388.84,145.97,359.31
2,3101,391.61,144.31,6.1577
2,3201,389.16,145.06,3.1826
2,3301,391.07,143.31,357.59
2,3401,396.27,143.23,358.11
2,3501,402.07,149.96,310.14
2,3601,373.46,132.79,171.83
2,3701,365.96,129.21,178.06
2,3801,341.98,152,153.41
2,3901,286.26,151.08,241.2
2,4001,287.34,154.47,205.14
2,4101,285.89,153.26,205.42
2,4201,285.53,153.12,208.41
2,4301,284.54,152.44,205.51
2,4401,286.05,152.73,205.88
2,4501,285.34,153.5,208.02
2,4601,285.65,152.94,206.76
2,4701,286.44,152.77,204.44
2,4801,285.15,152.9,211.32
2,4901,285.57,152.37,208.95
2,5001,284.87,152.38,208.42
2,5101,284.63,152.62,206.81
2,5201,286.32,154.98,200.56
2,5301,286.69,155.68,204.54
2,5401,285.5,154.65,203.73
2,5501,286.89,154.63,201.03
2,5601,288.27,155.22,204.4
2,5701,288.25,155.52,202.03
2,5801,286.16,154.93,200.64
2,5901,287.34,152.84,218.04
2,6001,284.24,161.13,214.47
2,6101,281.46,158.97,215.07
2,6201,284.53,158.4,231.7
2,6301,283.35,159.04,240.88
2,6401,284.4,157.87,232.27
2,6501,283.82,157.82,231.8
2,6601,282.77,158.86,227.53
2,6701,284.29,162.43,218.96
2,6801,289.05,158.81,214.39
2,6901,286.96,145.35,275.13
2,7001,289.36,141.56,270.26
2,7101,287.1,143.83,274.89
2,7201,291.22,136.53,276.01
2,7301,288.2,146.45,205.58
2,7401,265.97,142.89,198.92
2,7501,236.62,151.1,187.97
2,7601,235.04,151.75,149.31
2,7701,242.62,148.97,175.34
2,7801,235.39,141.44,227.35
2,7901,230.76,143,300.34
2,8001,247.79,155.06,349.15
2,8101,271.85,166.96,1
2,8201,317.73,168.03,319.75
2,8301,331.93,166.74,331.34
2,8401,385.77,141.66,350.16
2,8501,386.96,131.15,191.6
2,8601,383.5,130.42,164.58
2,8701,382.12,124.13,138.36
2,8801,381.73,125.93,137.75
2,8901,376.4,135.43,146.03
2,9001,383.19,134.62,166.77
2,9101,373.17,135.15,161.68
2,9201,371.08,137.68,293.14
2,9301,371.97,125.29,316.9
2,9401,378.43,119.14,8.7531
2,9501,418.7,114.81,12.26
2,9601,449.75,115.85,10.4
2,9701,453.89,117,8.2962
2,9801,440.17,114.31,179.16
2,9901,380.36,113.48,170.83
3,1,146.15,221.63,58.393
3,101,177.51,236.07,1
3,201,231.81,208.69,290.77
3,301,264.37,146.92,301.37
3,401,280.56,161.31,320.44
3,501,315.18,177.25,9.4096
3,601,340.95,162.08,314.26
3,701,368.57,142.36,298.08
3,801,391.56,130.58,301.03
3,901,412.24,123.05,328.79
3,1001,436.62,129.69,16.565
3,1101,431.65,141.03,35.985
3,1201,457.24,130.67,335.42
3,1301,513.32,122.35,343.51
3,1401,545.99,98.677,269.16
3,1501,556.84,83.525,262.43
3,1601,549.3,76.814,240.18
3,1701,540.56,66.894,239.69
3,1801,543,75.175,276.3
3,1901,536.62,72.769,255.77
3,2001,538.07,67.463,260.7
3,2101,543.18,73.436,247.27
3,2201,543.32,76.88,254.68
3,2301,539.66,70.679,250.85
3,2401,537.95,72.099,289.57
3,2501,539,63.753,269.27
3,2601,532.94,61.712,274.89
3,2701,530.39,61.005,280.75
3,2801,539.19,61.745,274.28
3,2901,540.32,65.331,256.29
3,3001,543.54,61.936,266.4
3,3101,546.68,65.231,236.02
3,3201,547.29,65.366,229.75
3,3301,545.7,60.04,218.8
3,3401,555.15,61.822,251.62
3,3501,557.7,60.365,256.62
3,3601,554.85,54.635,262.35
3,3701,550.85,40,275.75
3,3801,555.04,40.487,271.77
3,3901,559.43,62.249,169.96
3,4001,531.32,155.09,103.05
3,4101,534.1,201.94,58.023
3,4201,536.37,218.82,83.678
3,4301,539.67,243.75,131.53
3,4401,544.39,243.55,123.49
3,4501,538.8,243.17,115.89
3,4601,537.76,242.84,122.07
3,4701,536.25,244.17,153.29
3,4801,527.68,250.72,165.95
3,4901,520.63,261.51,172.36
3,5001,529.22,273.59,221.13
3,5101,522.89,254.54,274.02
3,5201,531.91,248.76,316.01
3,5301,538.7,248.94,256.62
3,5401,535.88,249.29,249.8
3,5501,536.05,249.47,247.96
3,5601,535.99,247.56,249.35
3,5701,536.26,248.23,244.13
3,5801,537.7,248.33,252.9
3,5901,538.47,242.18,265.85
3,6001,537.28,241.84,261.9
3,6101,536.88,241.6,253.87
3,6201,536.85,242.27,259.3
3,6301,537.45,240.99,260.55
3,6401,536.98,242.19,262.99
3,6501,536.91,242.58,259.47
3,6601,536.77,241.66,259.98
3,6701,536.58,240.62,258.73
3,6801,536.78,243.13,260.1
3,6901,535.86,242.2,258.28
3,7001,536.24,243.6,266.18
3,7101,534.82,244.5,261.62
3,7201,535.76,245.91,265.3
3,7301,533.91,240.54,265.09
3,7401,533.62,240.99,228.23
3,7501,534.28,220.48,152.92
3,7601,536.68,228.32,76.096
3,7701,528.06,246.52,135.59
3,7801,531.92,253,95.984
3,7901,525.96,263.03,236.09
3,8001,528.97,244.79,267.17
3,8101,529.21,219.03,261.76
3,8201,525.37,215.14,256.96
3,8301,523.24,200.92,263.26
3,8401,510.03,197.01,236.61
3,8501,506.83,199.2,256.58
3,8601,520.56,185.83,288.69
